recipeID,quantity,unit,ingredient_NER,ingredient_Key_ingredient,rest of ingredient,metric_qty
26821,0.5,teaspoons,mustard,mustard, mustard,0.0025
26824,1.0,lbs,hamburger,hamburger, hamburger,0.453
26824,4.0,ounces,cheese,cheese, shredded low-fat cheese,0.112
26839,3.0,tablespoons,mustard,mustard, mustard,0.042
26839,0.5,lbs,bacon,bacon," bacon, cut into thirds",0.2265
26847,1.0,cups,buttermilk,buttermilk, buttermilk,0.236
26847,1.0,cups,apple,apple, grated apple,0.236
26851,1.0,cups,mayonnaise,mayonnaise, mayonnaise (not salad dressing),0.236
26851,0.5,cups,onion,onion," onion, chopped",0.118
26855,0.25,cups,mayonnaise,mayonnaise, mayonnaise or salad dressing,0.059
26855,0.5,teaspoons,mustard,mustard, prepared mustard,0.0025
26874,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
26874,1.0,tablespoons,onion,onion, grated onion,0.014
26889,1.0,cups,carrot,carrot, chopped carrot,0.236
26889,0.25,cups,onion,onion, chopped onion,0.059
26889,2.0,tablespoons,mayonnaise,mayonnaise, mayonnaise,0.028
26889,1.0,teaspoons,mustard,mustard, mustard,0.005
26897,2.0,tablespoons,onion,onion, minced onion,0.028
26897,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
26917,1.0,lbs,hamburger,hamburger, hamburger,0.453
26917,1.0,heads,cabbage,cabbage, coarsely shredded cabbage,1.0
26928,2.0,ounces,pork,pork, cans pork and beans,0.056
26928,2.0,teaspoons,mustard,mustard, mustard,0.01
26954,1.0,lbs,hamburger,hamburger, hamburger,0.453
26954,0.5,heads,cabbage,cabbage, cabbage,0.5
26957,2.0,teaspoons,mustard,mustard, prepared mustard,0.01
26957,2.0,ounces,pork,pork, cans pork and beans with tomato sauce,0.056
26981,1.0,ounces,spinach,spinach, pkg. frozen chopped spinach,0.028
26981,0.25,cups,onion,onion, finely chopped onion,0.059
26982,1.0,heads,cabbage,cabbage, cabbage (1 large or 2 small),1.0
26982,1.0,tablespoons,mustard,mustard, mustard,0.014
27013,0.5,cups,onion,onion, chopped onion,0.118
27013,4.0,cups,bread,bread, dry bread,0.944
27013,1.0,lbs,sausage,sausage, sausage,0.453
27014,2.0,cups,onion,onion, chopped onion,0.472
27014,1.0,lbs,sausage,sausage, sliced smoked sausage,0.453
27014,2.0,lbs,shrimp,shrimp, shrimp,0.906
27029,0.5,cups,onion,onion, chopped onion,0.118
27029,1.5,lbs,shrimp,shrimp, large cooked shrimp,0.6795
27038,2.0,cups,cheese,cheese, Jack cheese,0.472
27038,0.75,cups,onion,onion, chopped onion,0.177
27046,4.0,tablespoons,mustard,mustard, Dijon mustard,0.056
27046,2.5,tablespoons,honey,honey, honey,0.035
27057,1.5,ounces,pineapple,pineapple," can crushed pineapple, well drained",0.042
27057,2.0,tablespoons,onion,onion, chopped onion,0.028
27065,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
27065,1.0,teaspoons,onion,onion, minced onion,0.005
27072,0.3333333333333333,cups,mayonnaise,mayonnaise, mayonnaise,0.07866666666666666
27072,1.0,cups,pineapple,pineapple, crushed pineapple,0.236
27108,0.5,lbs,bacon,bacon, bacon,0.2265
27108,1.0,cups,onion,onion, chopped onion,0.236
27108,1.0,teaspoons,mustard,mustard, mustard,0.005
27116,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
27116,0.5,cups,onion,onion, chopped onion,0.118
27117,3.0,teaspoons,mustard,mustard, mustard,0.015
27117,2.0,lbs,hamburger,hamburger, hamburger,0.906
27129,1.0,tablespoons,mustard,mustard, mustard,0.014
27129,2.0,ounces,macaroni,macaroni," pkg. corkscrew macaroni (the kind with colored macaroni, etc.)",0.056
27141,2.0,tablespoons,mustard,mustard, Dijon mustard,0.028
27141,0.5,lbs,ham,ham, ham,0.2265
27141,16.0,ounces,pineapple,pineapple, pineapple chunks in juice (canned),0.448
27161,8.0,ounces,chicken,chicken," cooked chicken, chopped",0.224
27161,0.75,cups,onion,onion, finely chopped onion,0.177
27161,8.0,ounces,cheese,cheese," Monterey Jack cheese, grated",0.224
27219,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
27219,0.5,cups,onion,onion, chopped onion or onion flakes,0.118
27231,1.5,lbs,broccoli,broccoli, chopped broccoli,0.6795
27231,0.25,cups,onion,onion, chopped onion,0.059
27238,2.0,cups,onion,onion, chopped onion,0.472
27238,1.0,ounces,pork,pork, can pork and beans,0.028
27238,2.0,tablespoons,mustard,mustard, prepared mustard,0.028
27245,1.0,lbs,hamburger,hamburger, hamburger,0.453
27245,1.0,lbs,sausage,sausage, sausage,0.453
27247,1.0,packages,macaroni,macaroni," macaroni, cooked",0.5
27247,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
27251,1.0,teaspoons,onion,onion, minced onion or 4 tsp. dry Ranch dressing,0.005
27251,0.75,cups,mayonnaise,mayonnaise, mayonnaise or 2/3 c. Miracle Whip,0.177
27258,0.3333333333333333,cups,onion,onion, chopped onion (optional),0.07866666666666666
27258,2.0,teaspoons,mustard,mustard, mustard,0.01
27278,2.0,cups,carrot,carrot, shredded carrot,0.472
27278,1.0,ounces,pineapple,pineapple, can unsweetened pineapple tidbits (undrained),0.028
27293,0.25,cups,mayonnaise,mayonnaise, mayonnaise,0.059
27293,0.5,teaspoons,onion,onion, minced onion,0.0025
27353,0.75,lbs,bacon,bacon," bacon, cut in small pieces",0.33975
27353,1.0,cups,onion,onion, chopped onion,0.236
27353,2.0,ounces,pork,pork, cans pork and beans,0.056
27370,1.0,packages,spinach,spinach," frozen chopped spinach, thawed and drained",0.5
27370,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
27387,0.5,cups,onion,onion, chopped onion,0.118
27387,4.0,cups,ham,ham, cubed ham,0.944
27450,20.0,ounces,broccoli,broccoli," broccoli, chopped",0.56
27450,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
27453,1.0,packages,broccoli,broccoli," broccoli, chopped",0.5
27453,1.0,packages,ham,ham," ham, cubed",0.5
27453,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
27453,2.0,teaspoons,mustard,mustard, mustard,0.01
27466,0.6666666666666666,lbs,sausage,sausage, sausage,0.302
27466,0.5,cups,onion,onion, chopped onion,0.118
27494,2.0,cups,cabbage,cabbage, chopped cabbage,0.472
27494,1.0,cups,cauliflower,cauliflower, chopped cauliflower,0.236
27498,0.3333333333333333,cups,orange,orange," Kraft bottled creamy French dressing (orange, not red dressing)",0.07866666666666666
27498,1.0,teaspoons,onion,onion, dry minced onion,0.005
27518,1.0,packages,sausage,sausage," link sausage (smoked, Bratwurst or even frankfurters)",0.5
27518,1.0,heads,cabbage,cabbage, cabbage,1.0
27529,1.0,cups,chicken,chicken, chicken or turkey,0.236
27529,0.3333333333333333,cups,mayonnaise,mayonnaise, mayonnaise,0.07866666666666666
27537,1.0,tablespoons,mustard,mustard, mustard,0.014
27537,0.5,lbs,bacon,bacon, bacon,0.2265
27537,1.0,ounces,pork,pork, can pork and beans,0.028
27539,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
27539,1.0,tablespoons,onion,onion, grated onion,0.014
27547,8.0,ounces,macaroni,macaroni, cooked macaroni,0.224
27547,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
27565,0.75,cups,onion,onion," onion, chopped",0.177
27565,2.0,ounces,broccoli,broccoli," boxes chopped broccoli, cooked",0.056
27575,1.0,cups,carrot,carrot, carrot slices,0.236
27575,2.0,tablespoons,mayonnaise,mayonnaise, mayonnaise,0.028
27595,1.0,cups,onion,onion, onion,0.236
27595,3.0,tablespoons,honey,honey, honey,0.042
27608,1.0,tablespoons,onion,onion, grated onion,0.014
27608,0.75,cups,mayonnaise,mayonnaise, mayonnaise,0.177
27626,2.0,cups,chicken,chicken, cooked chicken or turkey,0.472
27626,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
27626,0.5,cups,onion,onion, chopped onion,0.118
27627,4.0,cups,chicken,chicken," chicken, cubed and cooked",0.944
27627,2.0,tablespoons,onion,onion, minced onion,0.028
27676,0.5,lbs,sausage,sausage, sausage,0.2265
27676,0.25,cups,onion,onion, chopped onion,0.059
27698,0.75,cups,onion,onion, chopped onion,0.177
27698,0.25,cups,mayonnaise,mayonnaise, mayonnaise,0.059
27707,1.0,lbs,hamburger,hamburger," hamburger, pour off grease",0.453
27707,0.3333333333333333,cups,onion,onion," onion, chopped",0.07866666666666666
27711,0.5,lbs,sausage,sausage, Polish sausage,0.2265
27711,0.5,cups,onion,onion, chopped onion,0.118
27721,0.5,cups,onion,onion, coarsely chopped onion,0.118
27721,2.0,lbs,shrimp,shrimp," uncooked, cleaned shrimp",0.906
27727,7.0,tablespoons,onion,onion," onion, chopped",0.098
27727,1.5,cups,buttermilk,buttermilk, buttermilk,0.354
27730,0.25,cups,onion,onion, instant minced onion,0.059
27730,1.0,ounces,bacon,bacon," pkg. Oscar Meyer bacon, crisply cooked and crumbled",0.028
27730,1.0,heads,cauliflower,cauliflower," cauliflower, cut into pieces",1.0
27747,2.0,cups,sauerkraut,sauerkraut, drained sauerkraut,0.472
27747,0.3333333333333333,cups,onion,onion, chopped onion,0.07866666666666666
27749,1.0,lbs,sausage,sausage, liver sausage (liverwurst),0.453
27749,0.25,cups,mayonnaise,mayonnaise, real mayonnaise,0.059
27749,0.25,cups,onion,onion, finely chopped onion,0.059
27758,2.0,cups,macaroni,macaroni, macaroni,0.472
27758,0.25,cups,onion,onion, chopped onion,0.059
27758,2.0,tablespoons,mayonnaise,mayonnaise, mayonnaise,0.028
27781,1.0,ounces,salmon,salmon, can salmon,0.028
27781,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
27781,1.0,tablespoons,onion,onion," onion, grated",0.014
27782,1.0,cups,onion,onion, chopped onion,0.236
27782,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
27782,2.0,cups,shrimp,shrimp, chopped shrimp,0.472
27797,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
27797,4.0,ounces,macaroni,macaroni, cooked twist macaroni,0.112
27797,7.0,ounces,tuna,tuna, can drained and flaked tuna,0.196
27825,4.0,tablespoons,mayonnaise,mayonnaise, mayonnaise,0.056
27825,2.0,teaspoons,mustard,mustard, prepared mustard,0.01
27825,1.0,cups,shrimp,shrimp," shrimp, chopped and drained",0.236
27825,3.0,teaspoons,onion,onion," onion, grated",0.015
27827,1.0,teaspoons,mustard,mustard, Dijon mustard,0.005
27827,3.0,heads,endive,endive, Belgian endive,3.0
27838,0.25,lbs,bacon,bacon, bacon,0.11325
27838,0.25,cups,onion,onion, diced onion,0.059
27839,1.0,teaspoons,mustard,mustard, mustard,0.005
27839,3.0,tablespoons,mayonnaise,mayonnaise, mayonnaise,0.042
27843,2.0,cups,chicken,chicken," cubed, cooked chicken",0.472
27843,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
27843,1.0,ounces,pineapple,pineapple," can chunk pineapple, drained",0.028
27858,1.5,lbs,hamburger,hamburger, hamburger,0.6795
27858,0.5,cups,onion,onion," onion, chopped",0.118
27862,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
27862,1.0,tablespoons,onion,onion," onion, chopped",0.014
27863,1.0,lbs,beef,beef," beef, boneless sirloin",0.453
27863,0.5,teaspoons,mustard,mustard, prepared mustard,0.0025
27869,0.25,cups,onion,onion, finely chopped onion or 4 tsp. dried onion flakes,0.059
27869,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
27892,1.0,cups,pineapple,pineapple, crushed pineapple,0.236
27892,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
27910,1.0,ounces,pineapple,pineapple," can crushed pineapple, drained",0.028
27910,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
27951,2.0,cups,chicken,chicken," chicken, cooked and cut in chunks",0.472
27951,1.0,ounces,pineapple,pineapple, can drained pineapple chunks,0.028
27951,0.75,cups,mayonnaise,mayonnaise, mayonnaise,0.177
27956,2.0,tablespoons,onion,onion, onion,0.028
27956,1.5,cups,chicken,chicken, cooked chicken,0.354
27959,0.5,cups,onion,onion, diced onion,0.118
27959,2.0,cups,macaroni,macaroni, cooked macaroni,0.472
27994,0.125,cups,honey,honey, honey,0.0295
27994,1.0,dozen,chicken,chicken, chicken wings,0.5
28031,1.0,tablespoons,onion,onion, minced onion,0.014
28031,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
28037,1.0,cups,honey,honey, mild flavored honey,0.236
28037,0.5,cups,onion,onion, finely chopped onion,0.118
28067,1.0,tablespoons,mustard,mustard, prepared mustard,0.014
28067,1.0,cups,tuna,tuna, chunk tuna,0.236
28074,2.0,cups,chicken,chicken," cooked chicken, chopped",0.472
28074,2.0,tablespoons,onion,onion, grated onion,0.028
28085,3.0,tablespoons,honey,honey, honey,0.042
28085,1.5,cups,cheese,cheese, shredded low-fat Monterey Jack cheese,0.354
28087,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
28087,2.0,cups,chicken,chicken," cubed, cooked chicken",0.472
28102,0.5,lbs,macaroni,macaroni, macaroni,0.2265
28102,3.0,cups,cheese,cheese, grated sharp cheese,0.708
28108,3.0,tablespoons,mustard,mustard, Dijon mustard,0.042
28108,1.0,tablespoons,honey,honey, honey,0.014
28128,0.5,cups,onion,onion, chopped onion,0.118
28128,3.0,cups,chicken,chicken," diced, cooked chicken",0.708
28142,0.5,cups,onion,onion, diced onion,0.118
28142,6.0,ounces,chicken,chicken, cooked chopped chicken,0.168
28143,1.5,cups,broccoli,broccoli, chopped broccoli,0.354
28143,0.25,cups,onion,onion, chopped onion,0.059
28152,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
28152,1.0,teaspoons,onion,onion, minced onion,0.005
28153,0.5,cups,mayonnaise,mayonnaise, mayonnaise or salad dressing,0.118
28153,2.0,tablespoons,onion,onion, chopped onion,0.028
28153,1.0,tablespoons,mustard,mustard, prepared mustard,0.014
28195,1.0,lbs,hamburger,hamburger, hamburger,0.453
28195,0.5,cups,onion,onion, minced onion,0.118
28223,2.0,cups,chicken,chicken," cubed, cooked chicken",0.472
28223,1.0,teaspoons,onion,onion, grated onion,0.005
28232,3.0,lbs,chicken,chicken," chicken, cut up",1.359
28232,1.0,cups,onion,onion, chopped onion,0.236
28240,1.0,cups,apple,apple, shredded apple,0.236
28240,1.0,cups,pineapple,pineapple, crushed pineapple,0.236
28260,1.0,cups,onion,onion, chopped onion,0.236
28260,2.0,lbs,cabbage,cabbage," cabbage, shredded",0.906
28263,0.75,cups,chicken,chicken, cooked chicken,0.177
28263,2.0,teaspoons,onion,onion, chopped onion,0.01
28263,0.75,cups,mayonnaise,mayonnaise, mayonnaise,0.177
28298,0.75,cups,bacon,bacon," bacon, cooked and crumbled",0.177
28298,2.0,cups,mayonnaise,mayonnaise, mayonnaise,0.472
28311,1.0,cups,onion,onion, chopped onion,0.236
28311,1.0,cups,carrot,carrot, chopped carrot,0.236
28320,20.0,ounces,pineapple,pineapple, can crushed pineapple,0.56
28320,11.0,ounces,orange,orange, can mandarin orange segments (if desired),0.308
28331,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
28331,1.0,teaspoons,onion,onion, instant minced onion,0.005
28350,1.0,lbs,beef,beef, beef,0.453
28350,1.0,ounces,mushroom,mushroom, can undrained mushroom pieces,0.028
28358,1.5,cups,mayonnaise,mayonnaise, mayonnaise,0.354
28358,2.0,tablespoons,onion,onion, grated onion,0.028
28363,1.0,lbs,bacon,bacon," bacon, diced, cooked and drained",0.453
28363,1.5,cups,mayonnaise,mayonnaise, mayonnaise,0.354
28368,1.0,heads,cauliflower,cauliflower," cauliflower, cut into bite size pieces",1.0
28368,1.0,lbs,bacon,bacon," bacon, fried and broken into pieces",0.453
28368,2.0,cups,mayonnaise,mayonnaise, mayonnaise,0.472
28380,0.5,cups,carrot,carrot, chopped carrot,0.118
28380,2.0,tablespoons,onion,onion, chopped onion,0.028
28399,2.0,tablespoons,mayonnaise,mayonnaise, mayonnaise,0.028
28399,1.0,cups,beef,beef," dried beef or ham, chopped fine",0.236
28399,2.0,tablespoons,onion,onion, finely chopped onion or minced onion,0.028
28406,1.0,ounces,sauerkraut,sauerkraut," can sauerkraut, rinsed and drained",0.028
28406,1.0,cups,onion,onion, chopped onion,0.236
28415,1.0,lbs,macaroni,macaroni, bag macaroni twists or pasta of choice,0.453
28415,1.0,lbs,sausage,sausage, sausage,0.453
28425,2.0,cups,chicken,chicken, cooked chicken,0.472
28425,1.0,teaspoons,onion,onion, chopped onion,0.005
28430,0.5,cups,onion,onion, chopped onion,0.118
28430,1.0,tablespoons,mustard,mustard, prepared mustard,0.014
28442,1.0,packages,spinach,spinach, frozen chopped spinach,0.5
28442,1.0,tablespoons,onion,onion, chopped onion,0.014
28467,2.0,teaspoons,onion,onion, grated onion,0.01
28467,0.75,cups,cabbage,cabbage, finely chopped cabbage,0.177
28563,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
28563,2.0,cups,chicken,chicken," chicken, cooked and sliced",0.472
28601,4.0,cups,buttermilk,buttermilk, buttermilk,0.944
28601,2.0,tablespoons,onion,onion, minced onion,0.028
28607,0.5,cups,onion,onion, chopped onion,0.118
28607,0.25,cups,carrot,carrot, chopped carrot,0.059
28633,1.0,ounces,macaroni,macaroni, pkg. macaroni,0.028
28633,2.0,cups,chicken,chicken, cooked chicken,0.472
28645,0.75,lbs,sausage,sausage," smoked sausage, cut into 1/2-inch slices",0.33975
28645,2.25,cups,onion,onion, chopped onion (about 1 lb.),0.5309999999999999
28646,1.5,lbs,hamburger,hamburger, hamburger,0.6795
28646,1.0,cups,onion,onion, chopped onion,0.236
28653,1.0,cups,honey,honey, honey,0.236
28653,1.0,tablespoons,mustard,mustard, dry mustard,0.014
28653,1.0,tablespoons,mustard,mustard, prepared mustard,0.014
28664,1.0,lbs,chicken,chicken," chicken, quartered",0.453
28664,1.0,teaspoons,honey,honey, honey,0.005
28664,0.5,teaspoons,mustard,mustard, Dijon mustard,0.0025
28674,1.0,ounces,macaroni,macaroni, pkg. macaroni,0.028
28674,1.0,teaspoons,onion,onion, grated onion,0.005
28678,3.0,tablespoons,onion,onion, minced onion,0.042
28678,1.5,teaspoons,mustard,mustard, prepared mustard,0.0075
28688,1.0,ounces,salmon,salmon, can salmon,0.028
28688,2.0,cups,mayonnaise,mayonnaise, mayonnaise,0.472
28692,3.0,tablespoons,onion,onion, chopped onion,0.042
28692,1.0,tablespoons,onion,onion, chopped onion,0.014
28700,4.0,cups,onion,onion, chopped onion,0.944
28700,2.0,lbs,ham,ham, cubed smoked ham,0.906
28700,1.0,ounces,pineapple,pineapple," can crushed pineapple, drained",0.028
28700,0.5,cups,mustard,mustard, mustard,0.118
28708,0.3333333333333333,cups,buttermilk,buttermilk, buttermilk,0.07866666666666666
28708,0.3333333333333333,cups,buttermilk,buttermilk, buttermilk,0.07866666666666666
28709,0.25,cups,onion,onion, chopped onion,0.059
28709,0.75,cups,mayonnaise,mayonnaise, mayonnaise,0.177
28712,3.0,lbs,ham,ham," ham, sliced or cut from ham bone (you can use pieces)",1.359
28712,8.0,cups,potato,potato, potato slices (1/2-inch thick),1.888
28737,1.0,cups,tuna,tuna," drained, flaked tuna",0.236
28737,0.5,cups,onion,onion, chopped onion,0.118
28783,1.0,teaspoons,onion,onion," instant minced onion, softened in 1 Tbsp. dry sherry or water",0.005
28783,2.0,tablespoons,mayonnaise,mayonnaise, mayonnaise,0.028
28783,1.0,ounces,beef,beef, pkg. smoked beef,0.028
28788,2.5,cups,chicken,chicken," cooked chicken or turkey, diced, or use tuna",0.59
28788,0.5,lbs,cheese,cheese," Velveeta or American cheese, cubed",0.2265
28800,1.25,ounces,pineapple,pineapple, can crushed pineapple,0.035
28800,3.0,tablespoons,honey,honey, honey,0.042
28811,1.0,heads,cauliflower,cauliflower," cauliflower, cut into bite size pieces",1.0
28811,1.0,bunches,broccoli,broccoli," broccoli, cut into bite size pieces",0.5
28811,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
28836,4.0,cups,onion,onion, chopped onion,0.944
28836,1.0,tablespoons,mustard,mustard, dry mustard,0.014
28836,1.0,tablespoons,mustard,mustard, prepared mustard,0.014
28841,0.5,cups,onion,onion, finely chopped onion,0.118
28841,0.5,teaspoons,mustard,mustard, prepared mustard,0.0025
28844,1.0,bunches,broccoli,broccoli, broccoli,0.5
28844,0.5,lbs,bacon,bacon," bacon, crumbled",0.2265
28845,1.0,cups,macaroni,macaroni," macaroni, cooked",0.236
28845,0.5,cups,broccoli,broccoli, broccoli (bite size),0.118
28863,2.0,tablespoons,onion,onion, chopped onion,0.028
28863,2.0,lbs,pork,pork, cans pork and beans,0.906
28863,1.0,tablespoons,mustard,mustard, prepared mustard,0.014
28883,1.0,lbs,chicken,chicken," chicken, cut up",0.453
28883,0.5,cups,onion,onion, chopped onion,0.118
28906,1.5,ounces,pineapple,pineapple," can crushed pineapple, drained",0.042
28906,2.0,tablespoons,onion,onion, chopped onion,0.028
28919,1.0,cups,mayonnaise,mayonnaise, Hellmann's mayonnaise,0.236
28919,4.0,tablespoons,onion,onion, minced onion,0.056
28924,1.5,ounces,pineapple,pineapple, can drained crushed pineapple,0.042
28924,2.0,tablespoons,onion,onion, finely chopped onion,0.028
28925,1.0,ounces,broccoli,broccoli," pkg. frozen chopped broccoli, cooked and drained",0.028
28925,1.0,tablespoons,onion,onion, instant minced onion,0.014
28929,1.5,lbs,hamburger,hamburger," hamburger, browned",0.6795
28929,1.0,ounces,pork,pork, can pork and beans,0.028
28929,1.0,tablespoons,mustard,mustard, mustard,0.014
28937,0.5,cups,lettuce,lettuce, lettuce,0.118
28937,0.5,cups,cabbage,cabbage, cabbage,0.118
28949,2.0,cups,chicken,chicken," sliced, cooked chicken",0.472
28949,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
28954,2.0,tablespoons,onion,onion, minced onion,0.028
28954,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
28969,1.0,ounces,cheese,cheese, jar Kraft sharp cheese or 2/3 c. Kraft cold pack cheese,0.028
28969,0.5,cups,mayonnaise,mayonnaise, mayonnaise or Miracle Whip,0.118
29013,1.5,ounces,tuna,tuna, can tuna,0.042
29013,0.5,teaspoons,mustard,mustard, prepared mustard,0.0025
29014,3.0,cups,cabbage,cabbage, shredded cabbage,0.708
29014,0.5,cups,onion,onion, chopped onion,0.118
29029,3.0,ounces,chicken,chicken, cans chicken,0.084
29029,1.0,tablespoons,onion,onion, grated onion,0.014
29034,1.0,lbs,beef,beef," beef or pork, ground",0.453
29034,0.6666666666666666,cups,cheese,cheese," Bleu cheese, crumbled",0.15733333333333333
29034,1.0,packages,bacon,bacon, bacon,0.5
29066,12.0,ounces,shrimp,shrimp," shrimp, chopped and chilled in ice water",0.336
29066,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
29066,1.0,tablespoons,onion,onion, grated onion,0.014
29072,0.25,cups,honey,honey, honey,0.059
29072,0.25,cups,buttermilk,buttermilk, buttermilk,0.059
29076,3.0,ounces,broccoli,broccoli, pkg. chopped broccoli (frozen),0.084
29076,1.0,tablespoons,mayonnaise,mayonnaise, mayonnaise,0.014
29084,2.5,cups,tomato,tomato, tomato or V-8 juice,0.59
29084,1.0,teaspoons,onion,onion, grated onion or onion juice,0.005
29087,1.0,cups,pineapple,pineapple," pineapple, drained",0.236
29087,2.0,tablespoons,mayonnaise,mayonnaise, mayonnaise,0.028
29095,2.0,teaspoons,onion,onion, minced onion,0.01
29095,1.25,ounces,ham,ham, deviled ham,0.035
29110,1.0,lbs,sausage,sausage, Jimmy Dean sausage,0.453
29110,1.0,lbs,hamburger,hamburger, hamburger,0.453
29110,16.0,ounces,pork,pork, can pork and beans,0.448
29114,1.0,cups,buttermilk,buttermilk, buttermilk,0.236
29114,1.0,cups,onion,onion," onion, chopped fine",0.236
29114,1.0,lbs,hamburger,hamburger, hamburger,0.453
29134,0.5,cups,onion,onion, chopped onion,0.118
29134,1.0,cups,bread,bread, dried bread cubes or coarse crumbs,0.236
29157,0.25,lbs,bacon,bacon," bacon, cut up",0.11325
29157,1.0,lbs,hamburger,hamburger, hamburger,0.453
29157,0.5,teaspoons,mustard,mustard, mustard,0.0025
29170,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
29170,1.0,lbs,shrimp,shrimp," boiled shrimp, cleaned",0.453
29196,1.0,ounces,pineapple,pineapple," can pineapple chunks or tidbits, with juice",0.028
29196,0.5,cups,onion,onion, thinly sliced onion,0.118
29201,3.0,tablespoons,mustard,mustard, mustard,0.042
29201,1.0,lbs,ham,ham, chipped ham,0.453
29220,1.5,cups,buttermilk,buttermilk, buttermilk,0.354
29220,2.5,cups,chicken,chicken, chopped cooked chicken,0.59
29220,0.5,cups,buttermilk,buttermilk, buttermilk,0.118
29225,1.5,lbs,hamburger,hamburger, hamburger,0.6795
29225,1.0,cups,onion,onion, chopped onion,0.236
29235,0.5,lbs,sausage,sausage," smoked sausage, thinly sliced",0.2265
29235,0.25,cups,onion,onion, chopped onion,0.059
29239,1.5,cups,chicken,chicken, cubed cooked turkey or chicken,0.354
29239,1.0,tablespoons,onion,onion, minced onion,0.014
29268,1.0,lbs,hamburger,hamburger, hamburger,0.453
29268,1.25,ounces,macaroni,macaroni, box macaroni and cheese,0.035
29271,1.0,tablespoons,mustard,mustard, mustard,0.014
29271,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
29324,1.0,lbs,sausage,sausage," sausage, browned and drained",0.453
29324,0.25,cups,onion,onion," onion, chopped",0.059
29335,2.0,cups,cereal,cereal, 100% Bran cereal,0.472
29335,1.0,quarts,buttermilk,buttermilk, buttermilk,0.947
29367,3.0,cups,macaroni,macaroni, cooked macaroni (2 c. uncooked),0.708
29367,2.0,teaspoons,mustard,mustard, Dijon mustard,0.01
29375,3.0,cups,chicken,chicken," diced, cooked turkey or chicken",0.708
29375,1.0,tablespoons,onion,onion, chopped onion,0.014
29382,0.75,lbs,bacon,bacon," bacon, chopped",0.33975
29382,0.5,cups,onion,onion, chopped onion,0.118
29382,2.0,tablespoons,mustard,mustard, mustard,0.028
29386,1.0,cups,onion,onion, chopped onion,0.236
29386,3.0,cups,tomato,tomato, tomato or V-8 juice,0.708
29396,0.25,cups,onion,onion, chopped onion,0.059
29396,0.25,cups,mayonnaise,mayonnaise, mayonnaise,0.059
29427,4.0,cups,chicken,chicken," chopped, cooked chicken",0.944
29427,0.25,cups,onion,onion, chopped onion,0.059
29457,0.75,cups,mayonnaise,mayonnaise, mayonnaise,0.177
29457,0.75,cups,onion,onion," onion, diced",0.177
29457,0.75,cups,tomato,tomato, seeded tomato,0.177
29457,0.75,cups,broccoli,broccoli," broccoli, diced",0.177
29457,0.75,cups,cauliflower,cauliflower," cauliflower, diced",0.177
29462,1.0,lbs,hamburger,hamburger, hamburger,0.453
29462,1.0,lbs,sausage,sausage, Jimmy Dean bulk sausage,0.453
29462,0.5,cups,onion,onion, chopped onion,0.118
29471,3.0,packages,broccoli,broccoli, frozen chopped broccoli,1.5
29471,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
29471,1.0,tablespoons,onion,onion, grated onion,0.014
29497,0.6666666666666666,cups,buttermilk,buttermilk, buttermilk or milk,0.15733333333333333
29497,0.25,cups,onion,onion, finely chopped onion,0.059
29498,2.0,ounces,cheese,cheese, pkg. Price's pimento cheese,0.056
29498,2.0,tablespoons,mayonnaise,mayonnaise, Hellmann's mayonnaise,0.028
29499,5.0,tablespoons,onion,onion, dehydrated onion,0.07
29499,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
